AGENT NAME,LOGIN ID,STAFFED TIME,AUX TIME,TIME IN STARTUP TIME,"TIME IN TRAIN, MEET, PROJECT",TIME IN CALL COACHING,TIME IN SYSTEM ISSUES,TIME IN CASE WORK,TIME IN EXTERNAL SUPPORT,TIME IN UNSCHEDULED BREAK,TIME IN LUNCH,TIME IN BREAK,TIME IN OTHER PRODUCTIVE WORK,TIME IN AUX 10-99,TEAM,MONTH,ACD CALLS,HELD CALLS,AVG. ACD TIME,AVG. CALL RELATED ACW TIME,AVG. TOTAL ACW TIME,AVG. NON-CALL RELATED ACW TIME,AVG. HOLD TIME,AVG. HANDLE TIME,AVAILABLE TIME,UNSCHEDULED AUX TIME,% ACD TIME,% CALL RELATED ACW,% TOTAL ACW,% UN-SCHEDULED AUX,ACD CALLS RELEASED,AVG. ACW TIME,% AGENT OCCUPANCY W/ ACW,% AGENT OCCUPANCY W/O ACW,EXTN IN CALLS,AVG. EXTN IN TIME,EXTN OUT CALLS,AVG. EXTN OUT TIME,ACD TIME,ACW TIME,AGENT RING TIME,OTHER TIME,SHRINKAGE,Performance,RISK
v68,15251,9454.65,2192.38,299.98,242.83,28.2,0,0,0,160.73,868.17,592.47,0,0,PI_TEAM_SMITH,3/1/2019,613,448,6.81,1.23,1.4,0.17,1.89,9.59,1564.52,1028.9,0.81,8.79,10.02,11.61,412,1.23,79,67,1,7.18,263,1.42,4171.73,860.93,18.07,647.02,23.18837821,75.98,34.37
v69,15270,8135.9,1977.82,184.5,208.33,86.42,40.13,0,0,155.45,722.88,580.1,0,0,PI_TEAM_SMITH,3/1/2019,487,391,5.42,3,3.45,0.44,1.59,10.14,1339.45,878.33,0.61,20.14,23.11,11.62,425,3,79,52,1,0.37,227,1.3,2644.98,1678.12,13.58,481.95,24.30978749,74.81,33.49
v70,15278,8856.25,2077.42,192.77,399.7,0,56.15,0,0.08,104.85,770.68,553.18,0,0,PI_TEAM_SMITH,3/1/2019,504,266,6.45,2.38,2.62,0.24,1.07,9.63,1932.15,875.53,0.69,15.19,16.71,10.54,316,2.38,72,53,3,3.42,172,1.29,3257.22,1321.03,80.8,187.63,23.45710656,86.87,31.56
v71,15286,10447.13,2078.8,285.47,168.58,0,3.23,0,0,42.3,945.53,633.68,0,0,PI_TEAM_SMITH,3/1/2019,684,370,7.06,1.53,1.76,0.23,1.51,9.63,1938.62,987.83,0.83,10.85,12.49,10.07,634,1.53,77,63,0,0,250,1.02,4826.35,1204.33,18.17,380.87,19.89828786,80.98,34.53
v72,15308,9944.97,2005.58,286.03,157.9,32.95,16.77,0,0,9.42,901.83,600.68,0,0,PI_TEAM_SMITH,3/1/2019,686,385,6.75,2.73,2.97,0.23,1.95,10.81,700.62,911.25,0.84,20.47,22.22,9.75,599,2.73,91,66,0,0,243,1.76,4630.43,2034.27,14.68,559.38,20.16677778,80.13,27.69
v1,4220,9324.7,2641.75,146.3,754.05,0,49.07,0,0,229.73,875.98,586.62,0,0,PI_TEAM_DEASEY,5/1/2019,405,242,5.51,3.28,4.35,1.07,1.07,10.5,2434.53,1105.72,0.47,16.66,22.08,12.65,380,3.28,64,37,0,0,111,0.43,2232.75,1762.68,14,238.98,28.33067016,68.65,39.49
v2,4231,10881.08,8241.05,899,6714.28,0,26.63,0,0,5.8,360.23,235.1,0,0,PI_TEAM_DEASEY,5/1/2019,239,119,5.42,1.48,1.74,0.25,0.98,7.65,864.8,366.03,0.55,9.03,10.56,3.44,222,1.48,68,53,1,5.55,72,1.4,1295.88,415.02,8.5,55.83,75.7374268,87.57,67.46
v3,10947,10915.8,2333.27,266.85,490.2,0,0,0,0,81.17,797.05,698,0,0,PI_TEAM_DEASEY,5/1/2019,385,365,6.77,4.63,7.2,2.57,3.35,17.15,2079.55,878.22,0.45,18.33,28.5,8.59,208,4.63,76,44,0,0,166,1.13,2604.93,2772.37,11.22,1114.47,21.37516261,24.74,49.28
v4,15032,10740.83,2146.02,195.05,316.17,65.72,10.02,0.1,0,14.4,833.22,711.35,0,0,PI_TEAM_DEASEY,5/1/2019,839,586,4.64,1.71,1.88,0.17,0.85,7.12,2677.8,847.72,0.67,14.88,16.37,8.45,726,1.71,69,51,1,14.73,283,0.65,3893.23,1579.2,24.13,420.45,19.98002017,88.97,32.33
v5,15047,10006.83,2713.53,259.5,732.4,30.95,68.32,0,0,76.48,915.58,630.3,0,0,PI_TEAM_DEASEY,5/1/2019,624,407,5.17,2.52,2.6,0.09,1.5,8.75,1927.88,992.07,0.62,18.22,18.87,10.58,573,2.52,74,52,1,0.07,207,1.03,3226.65,1624.98,19.22,494.57,27.11677924,88.28,26.07
v7,15060,7375.88,1587.45,146.77,195.22,0,86.4,0,0,217.65,580.05,361.37,0,0,PI_TEAM_DEASEY,5/1/2019,552,355,5.35,2.23,2.42,0.19,0.78,8.28,1312.28,797.7,0.72,18.03,19.58,11.37,470,2.23,78,55,0,0,224,1.22,2956.95,1335.4,22.15,161.65,21.52217769,94.44,30.14
v8,15108,11016.97,2577.88,351.08,514.03,14.03,23.72,0,0,25.27,988.97,660.73,0.05,0,PI_TEAM_DEASEY,5/1/2019,723,411,5.41,2.13,2.54,0.41,1.09,8.57,2382.32,1014.23,0.66,15.68,18.72,9.79,575,2.13,72,51,0,0,285,1.23,3909.68,1839.68,21.58,285.82,23.39917418,97.97,26.54
v9,15219,9029.22,2527.82,255.62,625.42,43.78,11.37,0,0,219.17,830.07,542.4,0,0,PI_TEAM_DEASEY,5/1/2019,448,275,4.92,1.98,2.47,0.49,1.68,8.43,2793.52,1049.23,0.47,11.34,14.14,12.36,343,1.98,58,41,0,0,136,1.03,2206.32,1105.77,15.4,380.4,27.99599522,92.1,34.19
v10,15231,11407.43,4010.1,272.15,780.47,0,17.03,0,1028.58,277.98,978.02,655.87,0,0,PI_TEAM_DEASEY,5/1/2019,399,286,4.82,2.25,2.5,0.25,1.92,8.69,4044.75,1256,0.36,10.05,11.16,11.68,357,2.25,46,33,1,0.03,160,0.94,1922.08,998.2,13.3,419,35.1534044,92.35,29.94
v11,15253,9350.62,2775.75,137.92,922.1,17.65,47.32,0,0,283.07,825.7,542,0,0,PI_TEAM_DEASEY,5/1/2019,503,293,6.2,3.17,3.19,0.02,0.46,9.66,1741.73,1108.77,0.66,20.27,20.4,12.59,427,3.17,74,49,21,7.3,163,0.47,3119.23,1605.25,16.52,92.13,29.68519735,73.81,31.66
v12,15261,10803.3,8275.9,202.4,7286.02,0,34.15,0,0,161.55,367.15,224.63,0,0,PI_TEAM_DEASEY,5/1/2019,162,104,6.34,4.36,5.41,1.05,1.96,13.01,471.08,528.7,0.52,21.45,26.62,5,142,4.36,82,48,0,0,64,1.47,1027.5,876.52,5.22,147.08,76.60529653,45.86,79.03
v13,15289,10787.88,8406.73,1588.6,5482.37,0,0,0,0,25.1,896.63,414.03,0,0,PI_TEAM_DEASEY,5/1/2019,153,87,4.69,1.42,1.55,0.13,0.54,6.55,1388.95,921.73,0.24,4.44,4.86,8.89,58,1.42,42,32,11,10.07,98,7.58,718.12,237.63,5.35,31.1,77.92754461,82.14,93.44
v14,15535,9389.28,2291.92,134.62,550.23,28.07,32.62,0,0,117.77,868.52,560.1,0,0,PI_TEAM_DEASEY,5/1/2019,622,241,5.84,2.6,2.72,0.12,1.17,9.01,1460.18,986.28,0.73,19.6,20.52,11.17,524,2.6,80,56,0,0,175,0.73,3631.52,1692.9,106.18,206.58,24.40996541,85.78,28.44
v15,15250,9027.58,3774.42,1904.37,875.15,0,4.68,0,0,134.95,438.05,417.22,0,0,PI_EL_PASO,5/1/2019,330,104,5.02,0.83,0.97,0.14,1.24,6.38,3163,573,0.36,3.52,4.14,6.65,61,0.83,40,34,0,0,77,2.78,1673.35,320.18,20.97,75.67,41.80987596,72.3,22.32
v16,15273,10065.5,6448.52,816.1,4754.88,0,28,0,0,138.05,407.03,304.45,0,0,PI_EL_PASO,5/1/2019,243,125,5.64,0.95,0.97,0.02,1.01,7.14,1916.95,545.08,0.46,4.61,4.73,5.58,70,0.95,48,41,2,18.12,98,1.03,1370.87,236.72,11.42,81.03,64.06557051,77.26,70.31
v17,15299,9513.27,2324.72,285.68,693.87,0,6.15,0,0,94.52,633.88,610.62,0,0,PI_EL_PASO,5/1/2019,425,268,6.44,1.9,2.11,0.21,1.61,9.57,3200.12,728.4,0.56,9.85,10.94,8.18,385,1.9,56,44,1,9.42,173,1.91,2737.02,898.02,15.18,338.22,24.43660277,90.32,32.03
v18,15304,9713.8,5264.87,599.2,3857.18,0,0,0,0,110.37,359.73,338.38,0,0,PI_EL_PASO,5/1/2019,246,127,4.79,0.67,0.91,0.24,1.84,6.65,2825.15,470.1,0.36,3,4.05,5.01,60,0.67,37,32,2,6.53,57,0.76,1179.02,223.4,14.2,207.17,54.19990117,70.92,35.86
v19,15317,6925.02,1499.6,211.85,333.9,0,1.63,0,0,78.28,437.42,436.52,0,0,PI_EL_PASO,5/1/2019,298,243,6.5,2.34,2.62,0.28,1.82,10.59,2303.8,515.7,0.52,11.33,12.67,7.95,275,2.34,58,44,2,1.07,134,1.37,1935.73,779.53,13.32,393.03,21.65481111,87.07,35
v20,15318,9900.27,3956.2,96.97,2619.4,0,50.47,0,0,63.48,667.42,458.47,0,0,PI_EL_PASO,5/1/2019,340,290,5.7,2.3,2.47,0.17,1.8,9.7,2677.42,730.9,0.47,11.45,12.31,7.74,322,2.3,55,41,3,0.16,122,0.91,1938.1,839.77,12.18,476.6,39.96052633,91.33,13.45
v21,15321,7445.4,1401.4,221.33,279.03,0.08,11.17,0,0,56.4,488.6,344.78,0,0,PI_EL_PASO,5/1/2019,395,323,6.33,2.27,2.56,0.28,2.26,10.73,1958.72,545,0.61,13.16,14.81,7.68,311,2.27,68,52,1,2,174,1.3,2498.5,1010.27,14.45,562.07,18.82236011,87.59,33.14
v22,15402,9462.38,5058.75,547.97,3634.62,0,52.47,0,0,73.47,371.7,378.53,0,0,PI_EL_PASO,5/1/2019,290,207,5.88,1.93,2.27,0.33,1.52,9.23,1791.73,445.17,0.52,10.3,12.07,4.9,271,1.93,60,45,2,6.86,140,1.9,1706.27,657.95,9.83,237.85,53.46170837,92.17,18.35
v23,15407,10550.62,5707,230.58,4442.8,0,27.43,0,0,69.82,572.32,364.05,0,0,PI_EL_PASO,5/1/2019,304,268,5.52,0.92,0.99,0.07,1.46,7.8,2546.42,642.13,0.49,4.85,5.22,6.3,260,0.92,48,42,4,5.55,172,1.99,1678.8,299.93,10.63,307.83,54.09160789,79.5,30.5
v24,15418,9759.02,2643,345.72,448.07,0,2.27,0,0,453.07,670.83,723.05,0,0,PI_EL_PASO,5/1/2019,411,362,6.21,2.8,3.06,0.27,1.53,10.62,2872.9,1123.9,0.5,13.39,14.67,12.44,196,2.8,60,43,2,0.27,205,0.98,2552.88,1259.52,15.18,415.53,27.0826374,75.67,39.98
v25,15065,10657,2675.48,156.98,869.92,34.5,12.82,0,0,19.93,947.17,634.17,0,0,PI_TEAM_EADDY,5/1/2019,443,206,6.22,2.13,2.54,0.41,1.09,9.27,3936.45,967.1,0.5,10.37,12.35,9.65,288,2.13,51,37,2,11.22,159,1.75,2775.6,1126.05,28.13,115.28,25.10537675,95.11,34.61
v26,15066,8299.33,2365.15,178.6,599.53,25.7,40.02,14.25,0,209.63,727.17,570.25,0,0,PI_TEAM_EADDY,5/1/2019,301,110,4.06,3.63,4.36,0.73,1.41,8.94,3246.77,951.05,0.29,15.38,18.49,12.3,209,3.63,46,24,1,5.48,53,1.89,1227.6,1313.22,38.48,108.12,28.49808358,69.72,46.29
v27,15068,9774.13,2535.17,255.58,708.82,34.73,24.55,0,0,3.63,908.42,599.43,0,0,PI_TEAM_EADDY,5/1/2019,383,166,6.06,3.1,3.84,0.75,1.14,10.4,3354.98,912.05,0.46,14.07,17.46,9.94,261,3.1,54,34,7,10.35,162,2.27,2322.65,1472.07,24.18,65.08,25.93755148,76.07,39.2
v28,15085,9678.9,2525.03,68.58,815.75,0,11.23,0,0,53.63,923.23,652.6,0,0,PI_TEAM_EADDY,5/1/2019,384,131,4.93,3.58,4.19,0.61,1.3,9.56,3513.9,976.87,0.38,16.74,19.58,10.82,313,3.58,51,29,1,6.65,89,1.16,1891.82,1607.6,25.12,115.43,26.0879852,68.46,44.53
v29,15116,10307.23,2501.8,217.53,578.2,0,48.45,0,0,82.17,954.17,621.28,0,0,PI_TEAM_EADDY,5/1/2019,532,259,4.5,1.77,2.18,0.41,1.06,7.2,4073.2,1036.33,0.44,10.32,12.72,10.7,266,1.77,49,34,2,5.17,218,2.72,2397.5,1158.18,33.53,143.02,24.27228266,86.66,41.22
v30,15259,9977.5,2483.53,169.2,622.88,21.37,4.65,155.08,0.07,40.22,886.13,583.93,0,0,PI_TEAM_EADDY,5/1/2019,399,270,6.47,2.73,3.53,0.81,1.03,10.71,3292.53,1081.43,0.49,12.43,16.12,11.51,369,2.73,56,38,3,4.54,159,1.38,2582.75,1410.27,21.23,187.18,24.89130544,76.7,42.21
v31,15293,8605.65,2337.48,218.03,602.22,0,0,0.53,0,84,846.2,586.5,0,0,PI_TEAM_EADDY,5/1/2019,361,116,4.27,4.46,4.96,0.5,1.8,9.81,2729.87,930.73,0.35,21.72,24.14,11.61,300,4.46,57,28,0,0,140,3.43,1545.93,1790.2,22.98,179.18,27.1621551,53.53,47.06
v32,15377,9251.8,2941.3,150.15,944.17,0,0.65,0,0,357.9,919.63,568.8,0,0,PI_TEAM_EADDY,5/1/2019,303,195,6.3,3.36,3.96,0.6,2.16,11.65,2870.35,1277.53,0.41,13.17,15.51,14.71,250,3.36,55,37,1,6.28,108,1.43,1909.3,1199.95,19.4,311.5,31.79165135,62.02,45.53
v33,15463,7771.33,2292.5,102.8,588.95,45.65,0,3.7,0,225.67,749.75,575.98,0,0,PI_TEAM_EADDY,5/1/2019,337,136,3.86,3.33,3.79,0.45,1.04,8.07,2813.78,979.12,0.33,17.11,19.45,13.61,279,3.33,49,26,1,1.85,90,3.79,1301.3,1275.78,21.73,66.23,29.49945505,76.84,43.86
v34,15526,10140.6,3044.73,230.92,629.55,27.7,192.2,0,0,238.55,1011.05,684.12,30.65,0,PI_TEAM_EADDY,5/1/2019,371,109,6.31,2.33,3.34,1.01,0.66,9.84,3461.73,1249.6,0.44,9.87,14.13,13.26,94,2.33,51,34,2,9.32,87,2.01,2341.37,1239,23.58,30.18,30.02514644,85.88,38.71
v35,4113,8352.77,2306.98,280.52,477.48,86.17,10.93,0,0,44.35,875.22,532.32,0,0,PI_TEAM_LINDSAY,5/1/2019,406,232,6.37,4.03,4.62,0.6,1.85,12.05,1144.02,919.57,0.59,22.52,25.86,11.76,294,4.03,81,50,1,0.45,103,1.01,2594.13,1876.68,57.27,373.68,27.61934065,50.98,37
v36,15016,10665.55,2609.03,263.77,503.2,0,69.32,68.63,0,66.75,995.12,642.22,0.03,0,PI_TEAM_LINDSAY,5/1/2019,607,303,8.5,2.45,2.78,0.33,0.65,11.6,1104,1130.5,0.9,15.62,17.72,11.28,202,2.45,87,66,2,1.52,228,1.26,5182.02,1686.77,25.32,58.42,24.46221714,77.48,28.24
v37,15023,8961.12,2531.35,168.8,743.02,40.07,13.22,0,0,81.32,925.17,559.77,0,0,PI_TEAM_LINDSAY,5/1/2019,584,310,5.23,1.88,2.34,0.46,1.46,8.34,1647.18,1006.48,0.67,14.42,17.93,11.98,415,1.88,75,54,10,14.43,180,0.97,3056.37,1366.02,19.05,341.15,28.24814309,91.04,25.99
v38,15073,8739.8,2804.3,279.05,723.87,86.27,154.12,0,0,253.8,771.2,536,0,0,PI_TEAM_LINDSAY,5/1/2019,480,323,5.1,3.54,4.34,0.8,0.78,9.97,1158.02,1025,0.55,23.01,28.18,12.49,440,3.54,81,46,8,29.61,174,0.7,2452.63,2083.52,15.9,225.43,32.0865466,66.84,27.92
v39,15087,9282.22,2833.88,535.95,790.52,25.7,14.35,0.05,0.05,64.97,877.57,524.73,0,0,PI_TEAM_LINDSAY,5/1/2019,500,359,5.95,2.89,3.13,0.24,1.48,10.14,1457.27,942.58,0.62,18.21,19.71,10.76,360,2.89,78,54,1,13.55,192,1,2973.87,1565.28,16.97,434.95,30.53019644,76.8,24.52
v40,15127,9817.95,2567.32,486.57,315.35,50.88,0,0,0,211.07,907.95,595.5,0,0,PI_TEAM_LINDSAY,5/1/2019,581,351,6.12,2.57,2.98,0.41,1.19,9.82,1576.83,1119.02,0.67,16.85,19.57,12.13,536,2.57,78,55,0,0,164,0.64,3557.5,1732.9,17.12,366.28,26.14924704,82.61,30.16
v41,15223,9418.77,2818.38,164.87,579.83,48.58,29.58,618.45,0,32.33,732.15,598.97,13.62,0,PI_TEAM_LINDSAY,5/1/2019,592,303,6.81,2.06,2.16,0.1,1.35,9.66,965.08,1382.93,0.82,14.91,15.62,15.7,547,2.06,86,67,0,0,165,1.07,4034.28,1277.58,12.62,310.82,29.92301543,87.2,27.35
v42,15237,7026.03,1259.37,214.5,380.18,57.48,47.85,0,0,4.12,0,555.23,0,0,PI_TEAM_LINDSAY,5/1/2019,682,314,4.4,2.11,2.14,0.03,0.88,6.95,1118.2,4.12,0.83,23.81,24.17,0.06,338,2.11,81,56,2,4.71,164,2.36,3002.47,1458.07,20.82,167.12,17.92434704,94.47,11.88
v43,15256,5210.05,957.63,89.62,73.6,0,0,0,0,34.33,445.88,314.2,0,0,PI_TEAM_LINDSAY,5/1/2019,509,151,4.06,2.1,2.14,0.05,0.81,6.44,993.8,480.22,0.71,22.13,22.62,9.81,451,2.1,77,51,0,0,124,0.35,2066.73,1090.63,16.45,84.8,18.38043781,92.23,32.05
v44,15298,10295.17,2803.15,176.93,698.82,0,130.65,0,0,173.45,957.62,665.68,0,0,PI_TEAM_LINDSAY,5/1/2019,497,350,7.14,4.1,4.77,0.66,1.26,12.79,1219.15,1131.07,0.66,22.84,26.53,11.75,203,4.1,84,53,1,4.42,233,1.64,3560.43,2369.57,14.93,327.93,27.22781654,46.87,37.47
v45,15524,9226.1,2327.3,272.97,552.03,31,80.8,0,0,44.22,824.63,521.65,0,0,PI_TEAM_LINDSAY,5/1/2019,496,330,7.16,2.68,2.91,0.23,1.87,11.32,1461.78,868.85,0.73,16.35,17.75,9.98,466,2.68,79,59,1,15.52,158,1.55,3553.58,1441.65,13.88,427.9,25.2251764,78.82,28.07
v46,15529,9395.95,2532.7,168.32,719.65,23.33,0,0,0.05,190.78,865.42,565.15,0,0,PI_TEAM_LINDSAY,5/1/2019,584,374,4.72,3.58,3.93,0.35,1.01,9.29,1476.08,1056.2,0.57,25.84,28.34,11.96,517,3.58,79,46,1,4.27,235,0.92,2755.35,2292.27,18.58,320.97,26.95523071,69.18,32.95
v47,10798,9840.4,2866.93,258.13,770.38,0,217.07,0,0,135.95,907.92,577.48,0,0,PI_TEAM_ONLEY,5/1/2019,533,340,5.66,2.55,2.74,0.19,1.09,9.1,2246.32,1043.87,0.59,16.04,17.22,11.27,486,2.55,68,48,3,4.42,207,1.54,3014.42,1462.4,18.93,231.4,29.13428316,86.16,28.4
v48,15048,9653.18,2231.48,202.5,332.83,111.65,6.57,0,4.15,9.6,931.82,630.98,1.38,0,PI_TEAM_ONLEY,5/1/2019,521,302,5.97,2.46,2.87,0.41,2.08,10.05,2320.32,941.42,0.6,14.97,17.47,10.44,453,2.46,69,50,2,15.51,173,1.7,3117.03,1497.57,15,471.78,23.1165274,83.94,34.08
v49,15051,9749.13,2810.3,236.3,590.37,203.73,226.77,0,0,100.82,822,630.32,0,0,PI_TEAM_ONLEY,5/1/2019,433,310,5.38,2.48,2.89,0.41,1.37,9.26,3044.4,922.82,0.47,12.92,15.05,10.12,271,2.48,57,39,2,2.1,213,1.95,2331.98,1252.58,16.02,308.83,28.82616192,86.97,31.24
v50,15056,10690.15,3114.58,64.98,776.28,0,256.78,0,0,381.62,1036.52,598.4,0,0,PI_TEAM_ONLEY,5/1/2019,651,443,4.64,2.24,2.51,0.27,0.97,7.81,2501.35,1418.13,0.54,15.63,17.54,14.05,531,2.24,67,46,1,45.5,240,0.82,3022.25,1634.03,20.7,397.23,29.13504488,92.53,31.87
v51,15075,10257.37,2504.57,182.87,512,118.93,0,0,0,153.42,925.95,611.4,0,0,PI_TEAM_ONLEY,5/1/2019,461,331,4.9,2.75,3.46,0.7,1.56,9.48,3412.8,1079.37,0.42,14.08,17.68,11.19,360,2.75,56,36,2,2.83,152,0.89,2257.92,1594.27,16.07,471.75,24.41727265,81.53,40.55
v52,15082,7348.4,2052.55,99.83,547.57,0,141.1,0,0,130.45,690.33,443.27,0,0,PI_TEAM_ONLEY,5/1/2019,581,308,4.34,2.19,2.5,0.31,0.56,7.14,1132.72,820.78,0.66,20.01,22.83,11.89,460,2.19,79,52,3,0.42,155,0.59,2551.97,1451.12,24.1,135.95,27.93193076,91.29,24.33
v53,15104,10289.18,3332.83,230.28,1073.18,33.33,189.63,0,0,284.25,913.07,609.08,0,0,PI_TEAM_ONLEY,5/1/2019,596,365,6.31,1.23,1.54,0.31,0.68,8.26,2110.25,1197.32,0.73,8.53,10.69,12.37,545,1.23,70,57,2,0.12,236,1.04,3759.93,916.22,19.03,150.92,32.39159972,81.16,27.46
v54,15115,10875.47,3257.62,147.27,1111.75,119.92,47.93,0,0,195.75,981.93,653.07,0,0,PI_TEAM_ONLEY,5/1/2019,746,436,5.19,1.76,2.04,0.28,0.42,7.47,2103.65,1177.68,0.72,14.64,16.97,11.52,300,1.76,73,53,5,45.34,260,0.72,3869.13,1525.47,21.63,97.97,29.95383188,87.33,25.3
v55,15131,1200.53,1185.62,1185.62,0,0,0,0,0,0,0,0,0,0,PI_TEAM_ONLEY,5/1/2019,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,100,0,0,0,5,2.44,0,14.92,0,0,98.75804853,0,0
v56,15198,8971.47,2647,126.55,884.17,30.05,68.33,0,0,277.27,765.53,495.1,0,0,PI_TEAM_ONLEY,5/1/2019,433,282,5.33,3.38,5.68,2.3,0.86,11.57,1319.93,1042.8,0.51,19.34,32.5,12.3,393,3.38,79,40,0,0,196,0.34,2306.4,2457.78,14.7,225.65,29.50464082,62.84,32.76
v57,15297,9248.18,2573.12,181.88,706.68,32.38,43.42,68.58,0.08,269.22,720.83,532.52,17.52,0,PI_TEAM_ONLEY,5/1/2019,574,438,5.56,2.48,2.72,0.24,0.94,9,1557.3,1058.63,0.67,17.88,19.62,12.17,426,2.48,77,54,6,0.59,267,0.7,3193.27,1561.63,35.08,327.78,27.82298787,87.35,27.18
v58,15301,10279.4,2748.82,179.37,558.25,171.13,0,0,0,238.52,955.58,645.97,0,0,PI_TEAM_ONLEY,5/1/2019,840,332,4.9,1.8,1.87,0.07,2.01,7.57,1316.38,1194.1,0.77,16.95,17.64,12.4,163,1.8,83,62,3,1.82,170,1.01,4117.73,1571,12.25,513.22,26.74105493,88.07,25.94
v59,15514,5418.1,2077.1,95.42,1102.75,35.73,17.27,0,0,57.38,410.25,358.3,0,0,PI_TEAM_ONLEY,5/1/2019,337,161,5.42,1.17,1.65,0.48,1.3,7.7,777.13,467.63,0.78,10.05,14.21,9.24,213,1.17,77,61,0,0,111,1.52,1827.98,557.37,13.32,165.2,38.33631716,82.97,11.11
v60,15515,8841.73,1933.33,138.42,491.92,62.55,0,0,0,10,720.35,510.1,0,0,PI_TEAM_ONLEY,5/1/2019,406,208,6.54,2.61,2.77,0.16,1.3,9.98,2950.42,730.35,0.57,13.65,14.48,8.77,103,2.61,58,42,0,0,138,1.32,2665.75,1126.42,13.38,152.43,21.86596967,85.38,36.84
v61,15540,10291.17,2366.73,211.75,440.82,34.02,55.2,0,0,140.38,868.47,616.1,0,0,PI_TEAM_ONLEY,5/1/2019,572,426,5.88,2.81,3.16,0.35,1.96,10.5,2029.37,1008.85,0.61,17.45,19.63,10.43,501,2.81,75,52,2,1.77,197,1.07,3360.62,1806.07,18.35,710.03,22.99767665,76.68,33.95
v62,4121,9386,2031.98,260.38,218.17,80.83,31.2,0,0,22.27,773.62,645.52,0,0,PI_TEAM_SMITH,5/1/2019,576,277,6.97,1.82,2.08,0.25,1.09,9.57,1849.53,795.88,0.79,12.44,14.17,9.11,128,1.82,75,59,0,0,146,1.23,4014.13,1195.92,58.75,235.68,21.64905178,89.08,28.93
v63,15038,9091.18,1916.42,150.38,317.4,58.3,0,0,0,5.17,762.58,622.58,0,0,PI_TEAM_SMITH,5/1/2019,426,240,6.23,1.73,1.88,0.15,1.07,8.72,3481.72,767.75,0.55,9.11,9.91,9.07,132,1.73,52,41,0,0,134,1.17,2662.98,801.85,14.2,214.02,21.07999182,91.16,39.04
v64,15041,10172.55,2402.52,353.3,479.42,0,7.93,0,0,11.27,941.53,609.07,0,0,PI_TEAM_SMITH,5/1/2019,682,412,5.84,1.95,2.4,0.46,1.16,8.94,1815.75,952.8,0.73,14.62,18.06,9.96,433,1.95,77,57,0,0,269,1.23,3996.95,1640.18,28.72,288.43,23.61767698,93.67,25.82
v48,15048,9653.18,2231.48,202.5,332.83,111.65,6.57,0,4.15,9.6,931.82,630.98,1.38,0,PI_TEAM_SMITH,5/1/2019,521,302,5.97,2.46,2.87,0.41,2.08,10.05,2320.32,941.42,0.6,14.97,17.47,10.44,453,2.46,69,50,2,15.51,173,1.7,3117.03,1497.57,15,471.78,23.1165274,83.94,34.08
v65,15059,8035.45,2715.67,128.37,1004.4,53.63,0,0,0,294.02,727.35,507.9,0,0,PI_TEAM_SMITH,5/1/2019,395,143,5.54,3.16,3.34,0.19,1.59,9.46,1644.77,1021.37,0.56,19.27,20.42,13.57,97,3.16,69,45,0,0,103,1.32,2187.68,1321.12,9.7,156.52,33.79611596,74.46,30.75
v66,15205,10328.18,2244.07,260.98,282.28,86.48,1.37,0,0,9.88,958.38,644.68,0,0,PI_TEAM_SMITH,5/1/2019,611,394,6.38,2.36,2.66,0.3,1.58,10.05,2055.4,968.27,0.7,15.48,17.44,10,539,2.36,75,55,2,3.82,237,1.24,3895.78,1624.23,18.63,490.07,21.72764224,88.97,30.52
v67,15230,11155.2,11154.98,11071.6,83.28,0,0,0,0,0,0,0,0.1,0,PI_TEAM_SMITH,5/1/2019,0,8,0,0,0,0,1.28,0,0.03,0,0,0,0,0,0,0,85,0,34,5.24,190,2.89,0,0.18,0,0,99.99802783,0,0
v68,15251,10565.67,2819.33,295.95,452.45,81.35,51.1,0,0,275.97,1005.85,656.67,0,0,PI_TEAM_SMITH,5/1/2019,421,361,6.86,2.39,2.72,0.33,1.87,11.19,3207.98,1281.82,0.51,10.74,12.24,12.94,379,2.39,59,45,0,0,223,1.37,2888.8,1147.08,15.45,487.02,26.68387334,79.53,40.52
v69,15270,10021.35,2240.08,182.48,341.32,61.45,16.15,0,0,119.5,868.68,650.5,0,0,PI_TEAM_SMITH,5/1/2019,531,398,4.91,2.03,2.19,0.17,1.04,7.88,3671.78,988.18,0.48,11.99,12.99,10.55,478,2.03,53,39,2,1.38,226,0.93,2605.7,1164.7,19.83,319.25,22.35307618,93.52,39.08
v70,15278,10024.55,3051.73,251.57,847.7,71.4,154.07,0,0.75,139.55,1044.57,542.13,0,0,PI_TEAM_SMITH,5/1/2019,540,298,6.04,1.76,2.02,0.26,1.01,8.62,2337.55,1184.12,0.63,11.11,12.74,12.49,341,1.76,67,52,3,30.37,194,1.97,3260.92,1090.97,86.67,196.72,30.44256351,87.87,29.03
v71,15286,9872.48,2093.37,237.18,273.73,60.42,0,0,0,13.12,903.2,605.72,0,0,PI_TEAM_SMITH,5/1/2019,635,322,6.53,1.89,2,0.11,1.18,9.13,2102.38,916.32,0.77,13.4,14.21,9.89,591,1.89,73,57,1,4.27,196,0.99,4160.23,1269.08,18.68,228.73,21.20409461,91.96,30.81
